DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2026-08-09 10:45:00,4135001,INV03,24644.094,23904.771,54.63,794218.439
2026-08-09 10:45:00,4135001,INV04,24035.233,23314.176,54.105,740878.155
2026-08-09 11:00:00,4135001,INV01,22264.992,21597.042,59.894,651246.121
2026-08-09 11:00:00,4135001,INV02,21192.082,20556.319,56.814,881720.842
2026-08-09 11:00:00,4135001,INV03,5708.22,5536.974,56.015,794219.823
2026-08-09 11:00:00,4135001,INV04,21065.569,20433.602,59.213,740883.263
2026-08-09 11:15:00,4135001,INV01,25600.589,24832.571,66.102,651252.329
2026-08-09 11:15:00,4135001,INV02,26529.943,25734.044,63.247,881727.275
2026-08-09 11:15:00,4135001,INV03,27125.529,26311.763,62.593,794226.401
2026-08-09 11:15:00,4135001,INV04,26134.593,25350.555,65.551,740889.601
2026-08-09 11:30:00,4135001,INV01,24983.15,24233.655,72.161,651258.388
2026-08-09 11:30:00,4135001,INV02,25177.695,24422.364,69.353,881733.381
2026-08-09 11:30:00,4135001,INV03,24889.049,24142.377,68.628,794232.437
2026-08-09 11:30:00,4135001,INV04,24074.137,23351.913,71.389,740895.439
2026-08-09 11:45:00,4135001,INV01,24516.115,23780.632,78.106,651264.333
2026-08-09 11:45:00,4135001,INV02,23416.916,22714.409,75.032,881739.059
2026-08-09 11:45:00,4135001,INV03,23501.437,22796.394,74.327,794238.136
2026-08-09 11:45:00,4135001,INV04,24139.694,23415.503,77.242,740901.292
2026-08-09 12:00:00,4135001,INV01,27908.528,27071.272,84.874,651271.101
2026-08-09 12:00:00,4135001,INV02,27352.624,26532.045,81.665,881745.692
2026-08-09 12:00:00,4135001,INV03,27635.848,26806.772,81.029,794244.838
2026-08-09 12:00:00,4135001,INV04,27611.304,26782.965,83.938,740907.988
2026-08-09 12:15:00,4135001,INV01,26423.873,25631.157,91.282,651277.508
2026-08-09 12:15:00,4135001,INV02,26668.917,25868.849,88.132,881752.159
2026-08-09 12:15:00,4135001,INV03,27521.725,26696.073,87.703,794251.512
2026-08-09 12:15:00,4135001,INV04,25740.518,24968.302,90.18,740914.23
2026-08-09 12:30:00,4135001,INV01,22826.422,22141.629,96.817,651283.044
2026-08-09 12:30:00,4135001,INV02,22810.866,22126.54,93.664,881757.691
2026-08-09 12:30:00,4135001,INV03,24215.715,23489.244,93.575,794257.384
2026-08-09 12:30:00,4135001,INV04,22824.19,22139.464,95.715,740919.765
2026-08-09 12:45:00,4135001,INV01,25437.415,24674.293,102.986,651289.212
2026-08-09 12:45:00,4135001,INV02,26274.118,25485.894,100.035,881764.063
2026-08-09 12:45:00,4135001,INV03,26191.743,25405.991,99.927,794263.736
2026-08-09 12:45:00,4135001,INV04,26456.146,25662.461,102.131,740926.181
2026-08-09 13:00:00,4135001,INV01,26478.131,25683.787,109.407,651295.633
2026-08-09 13:00:00,4135001,INV02,26412.93,25620.542,106.44,881770.468
2026-08-09 13:00:00,4135001,INV03,26764.934,25961.986,106.417,794270.226
2026-08-09 13:00:00,4135001,INV04,25875.92,25099.642,108.406,740932.456
2026-08-09 13:15:00,4135001,INV01,24633.174,23894.179,115.38,651301.607
2026-08-09 13:15:00,4135001,INV02,25290.079,24531.377,112.573,881776.601
2026-08-09 13:15:00,4135001,INV03,25580.445,24813.032,112.621,794276.429
2026-08-09 13:15:00,4135001,INV04,24122.254,23398.587,114.255,740938.305
2026-08-09 13:30:00,4135001,INV01,4804.498,4660.363,116.545,651302.772
2026-08-09 13:30:00,4135001,INV02,25826.256,25051.469,118.836,881782.863
2026-08-09 13:30:00,4135001,INV03,25108.477,24355.222,118.709,794282.518
2026-08-09 13:30:00,4135001,INV04,24849.999,24104.499,120.281,740944.331
2026-08-09 13:45:00,4135001,INV01,19889.228,19292.551,121.368,651307.595
2026-08-09 13:45:00,4135001,INV02,19627.161,19038.346,123.595,881787.623
2026-08-09 13:45:00,4135001,INV03,20186.43,19580.837,123.605,794287.413
2026-08-09 13:45:00,4135001,INV04,20797.588,20173.66,125.325,740949.375
2026-08-09 14:00:00,4135001,INV01,24928.344,24180.493,127.413,651313.64
2026-08-09 14:00:00,4135001,INV02,23745.952,23033.573,129.354,881793.381
2026-08-09 14:00:00,4135001,INV03,25117.734,24364.202,129.696,794293.504
2026-08-09 14:00:00,4135001,INV04,23981.375,23261.934,131.14,740955.19
2026-08-09 14:15:00,4135001,INV01,18241.693,17694.442,131.837,651318.064
2026-08-09 14:15:00,4135001,INV02,18870.715,18304.593,133.93,881797.958
2026-08-09 14:15:00,4135001,INV03,17802.097,17268.034,134.013,794297.821
2026-08-09 14:15:00,4135001,INV04,18114.586,17571.149,135.533,740959.583
2026-08-09 14:30:00,4135001,INV01,17227.648,16710.819,136.015,651322.241
2026-08-09 14:30:00,4135001,INV02,16826.417,16321.625,138.01,881802.038
2026-08-09 14:30:00,4135001,INV03,16625.595,16126.827,138.044,794301.853
2026-08-09 14:30:00,4135001,INV04,16725.653,16223.883,139.589,740963.639
2026-08-09 14:45:00,4135001,INV01,16777.369,16274.048,140.083,651326.31
2026-08-09 14:45:00,4135001,INV02,16909.996,16402.696,142.111,881806.139
2026-08-09 14:45:00,4135001,INV03,17321.742,16802.09,142.245,794306.054
2026-08-09 14:45:00,4135001,INV04,17215.317,16698.858,143.764,740967.814
2026-08-09 15:00:00,4135001,INV01,15009.42,14559.137,143.723,651329.95
2026-08-09 15:00:00,4135001,INV02,15002.621,14552.542,145.749,881809.777
2026-08-09 15:00:00,4135001,INV03,15458.337,14994.587,145.994,794309.802
2026-08-09 15:00:00,4135001,INV04,15196.778,14740.874,147.449,740971.499
2026-08-09 15:15:00,4135001,INV01,15602.909,15134.822,147.507,651333.733
2026-08-09 15:15:00,4135001,INV02,15391.043,14929.311,149.481,881813.509
2026-08-09 15:15:00,4135001,INV03,15450.164,14986.659,149.74,794313.549
2026-08-09 15:15:00,4135001,INV04,16380.237,15888.83,151.421,740975.471
2026-08-09 15:30:00,4135001,INV01,9723.55,9431.843,149.865,651336.091
2026-08-09 15:30:00,4135001,INV02,9816.895,9522.388,151.862,881815.89
2026-08-09 15:30:00,4135001,INV03,9641.617,9352.368,152.078,794315.887
2026-08-09 15:30:00,4135001,INV04,9986.541,9686.945,153.843,740977.893
2026-08-09 15:45:00,4135001,INV01,9839.702,9544.511,152.251,651338.478
2026-08-09 15:45:00,4135001,INV02,9634.0,9344.98,154.198,881818.226
2026-08-09 15:45:00,4135001,INV03,9530.263,9244.355,154.389,794318.198
2026-08-09 15:45:00,4135001,INV04,10242.881,9935.594,156.327,740980.377
2026-08-09 16:00:00,4135001,INV01,7771.369,7538.228,154.135,651340.362
2026-08-09 16:00:00,4135001,INV02,7331.488,7111.544,155.976,881820.004
2026-08-09 16:00:00,4135001,INV03,7612.792,7384.409,156.235,794320.044
2026-08-09 16:00:00,4135001,INV04,7706.368,7475.177,158.196,740982.246
2026-08-09 16:15:00,4135001,INV01,11028.907,10698.04,156.81,651343.037
2026-08-09 16:15:00,4135001,INV02,11101.196,10768.16,158.668,881822.696
2026-08-09 16:15:00,4135001,INV03,10873.119,10546.925,158.872,794322.681
2026-08-09 16:15:00,4135001,INV04,10422.195,10109.529,160.723,740984.773
2026-08-09 16:30:00,4135001,INV01,8696.989,8436.08,158.919,651345.146
2026-08-09 16:30:00,4135001,INV02,9170.735,8895.613,160.892,881824.92
2026-08-09 16:30:00,4135001,INV03,8936.018,8667.937,161.039,794324.848
2026-08-09 16:30:00,4135001,INV04,8897.935,8630.997,162.881,740986.931
2026-08-09 16:45:00,4135001,INV01,6497.103,6302.19,160.494,651346.721
2026-08-09 16:45:00,4135001,INV02,6830.571,6625.654,162.549,881826.576
2026-08-09 16:45:00,4135001,INV03,6775.682,6572.412,162.682,794326.491
2026-08-09 16:45:00,4135001,INV04,6643.248,6443.951,164.492,740988.542
2026-08-09 17:00:00,4135001,INV01,7835.046,7599.995,162.394,651348.621
2026-08-09 17:00:00,4135001,INV02,7749.673,7517.183,164.428,881828.455
2026-08-09 17:00:00,4135001,INV03,7495.627,7270.758,164.5,794328.309
2026-08-09 17:00:00,4135001,INV04,7952.075,7713.513,166.42,740990.47
2026-08-09 17:15:00,4135001,INV01,7911.46,7674.116,164.313,651350.54
2026-08-09 17:15:00,4135001,INV02,8072.253,7830.085,166.385,881830.413
2026-08-09 17:15:00,4135001,INV03,7706.154,7474.969,166.369,794330.177
2026-08-09 17:15:00,4135001,INV04,7771.047,7537.916,168.305,740992.355
2026-08-09 17:30:00,4135001,INV01,7248.941,7031.473,166.071,651352.298
2026-08-09 17:30:00,4135001,INV02,7276.196,7057.91,168.15,881832.177
2026-08-09 17:30:00,4135001,INV03,6896.295,6689.406,168.041,794331.85
2026-08-09 17:30:00,4135001,INV04,7252.2,7034.634,170.063,740994.113
2026-08-09 17:45:00,4135001,INV01,4823.239,4678.542,167.24,651353.467
2026-08-09 17:45:00,4135001,INV02,4951.43,4802.888,169.351,881833.378
2026-08-09 17:45:00,4135001,INV03,4853.489,4707.884,169.218,794333.027
2026-08-09 17:45:00,4135001,INV04,4659.687,4519.897,171.193,740995.243
2026-08-09 18:00:00,4135001,INV01,3636.794,3527.691,168.122,651354.349
2026-08-09 18:00:00,4135001,INV02,3590.929,3483.201,170.221,881834.249
2026-08-09 18:00:00,4135001,INV03,3636.506,3527.411,170.1,794333.909
2026-08-09 18:00:00,4135001,INV04,3843.596,3728.288,172.125,740996.175
2026-08-09 18:15:00,4135001,INV01,3258.386,3160.634,168.913,651355.139
2026-08-09 18:15:00,4135001,INV02,3184.671,3089.131,170.994,881835.021
2026-08-09 18:15:00,4135001,INV03,881.684,855.234,170.314,794334.122
2026-08-09 18:15:00,4135001,INV04,3051.925,2960.367,172.865,740996.915
2026-08-09 18:30:00,4135001,INV01,2505.606,2430.438,169.52,651355.747
2026-08-09 18:30:00,4135001,INV02,2613.73,2535.318,171.628,881835.655
2026-08-09 18:30:00,4135001,INV03,2613.5,2535.095,170.947,794334.756
2026-08-09 18:30:00,4135001,INV04,2463.358,2389.457,173.463,740997.513
2026-08-09 18:45:00,4135001,INV01,0.0,0.0,169.52,651355.747
2026-08-09 18:45:00,4135001,INV02,4.96,4.812,171.629,881835.656
2026-08-09 18:45:00,4135001,INV03,0.0,0.0,170.947,794334.756
2026-08-09 18:45:00,4135001,INV04,0.0,0.0,173.463,740997.513
2026-08-09 19:00:00,4135001,INV01,0.0,0.0,169.52,651355.747
2026-08-09 19:00:00,4135001,INV02,0.0,0.0,171.629,881835.656
2026-08-09 19:00:00,4135001,INV03,0.0,0.0,170.947,794334.756
2026-08-09 19:00:00,4135001,INV04,5.936,5.758,173.464,740997.514
2026-08-09 19:15:00,4135001,INV01,18.974,18.405,169.525,651355.752
2026-08-09 19:15:00,4135001,INV02,0.0,0.0,171.629,881835.656
2026-08-09 19:15:00,4135001,INV03,0.0,0.0,170.947,794334.756
2026-08-09 19:15:00,4135001,INV04,3.724,3.612,173.465,740997.515
2026-08-09 19:30:00,4135001,INV01,0.0,0.0,169.525,651355.752
2026-08-09 19:30:00,4135001,INV02,0.0,0.0,171.629,881835.656
2026-08-09 19:30:00,4135001,INV03,0.0,0.0,170.947,794334.756
2026-08-09 19:30:00,4135001,INV04,15.977,15.497,173.469,740997.519
2026-08-09 19:45:00,4135001,INV01,0.0,0.0,169.525,651355.752
2026-08-09 19:45:00,4135001,INV02,0.0,0.0,171.629,881835.656
2026-08-09 19:45:00,4135001,INV03,14.145,13.721,170.951,794334.76
2026-08-09 19:45:00,4135001,INV04,0.0,0.0,173.469,740997.519
2026-08-09 20:00:00,4135001,INV01,0.0,0.0,169.525,651355.752
2026-08-09 20:00:00,4135001,INV02,16.4,15.908,171.633,881835.66
2026-08-09 20:00:00,4135001,INV03,11.341,11.0,170.954,794334.762
2026-08-09 20:00:00,4135001,INV04,12.036,11.674,173.472,740997.522
2026-08-09 20:15:00,4135001,INV01,0.0,0.0,169.525,651355.752
2026-08-09 20:15:00,4135001,INV02,10.351,10.04,171.635,881835.663
2026-08-09 20:15:00,4135001,INV03,0.0,0.0,170.954,794334.762
2026-08-09 20:15:00,4135001,INV04,3.579,3.472,173.473,740997.523
2026-08-09 20:30:00,4135001,INV01,14.995,14.545,169.528,651355.755
2026-08-09 20:30:00,4135001,INV02,0.0,0.0,171.635,881835.663
2026-08-09 20:30:00,4135001,INV03,0.0,0.0,170.954,794334.762
2026-08-09 20:30:00,4135001,INV04,0.0,0.0,173.473,740997.523
2026-08-09 20:45:00,4135001,INV01,3.15,3.055,169.529,651355.756
2026-08-09 20:45:00,4135001,INV02,0.0,0.0,171.635,881835.663
2026-08-09 20:45:00,4135001,INV03,0.0,0.0,170.954,794334.762
2026-08-09 20:45:00,4135001,INV04,16.582,16.085,173.477,740997.527
2026-08-09 21:00:00,4135001,INV01,3.381,3.28,169.53,651355.757
2026-08-09 21:00:00,4135001,INV02,10.526,10.21,171.638,881835.665
2026-08-09 21:00:00,4135001,INV03,1.879,1.823,170.954,794334.763
2026-08-09 21:00:00,4135001,INV04,0.0,0.0,173.477,740997.527
2026-08-09 21:15:00,4135001,INV01,3.967,3.848,169.531,651355.758
2026-08-09 21:15:00,4135001,INV02,0.0,0.0,171.638,881835.665
2026-08-09 21:15:00,4135001,INV03,0.0,0.0,170.954,794334.763
2026-08-09 21:15:00,4135001,INV04,0.0,0.0,173.477,740997.527
2026-08-09 21:30:00,4135001,INV01,5.675,5.504,169.532,651355.759
2026-08-09 21:30:00,4135001,INV02,0.0,0.0,171.638,881835.665
2026-08-09 21:30:00,4135001,INV03,0.0,0.0,170.954,794334.763
2026-08-09 21:30:00,4135001,INV04,22.07,21.408,173.482,740997.532
2026-08-09 21:45:00,4135001,INV01,11.168,10.833,169.535,651355.762
2026-08-09 21:45:00,4135001,INV02,0.0,0.0,171.638,881835.665
2026-08-09 21:45:00,4135001,INV03,5.277,5.119,170.955,794334.764
2026-08-09 21:45:00,4135001,INV04,4.631,4.492,173.483,740997.533
2026-08-09 22:00:00,4135001,INV01,0.0,0.0,169.535,651355.762
2026-08-09 22:00:00,4135001,INV02,0.0,0.0,171.638,881835.665
2026-08-09 22:00:00,4135001,INV03,0.0,0.0,170.955,794334.764
2026-08-09 22:00:00,4135001,INV04,0.0,0.0,173.483,740997.533
2026-08-09 22:15:00,4135001,INV01,0.0,0.0,169.535,651355.762
2026-08-09 22:15:00,4135001,INV02,0.0,0.0,171.638,881835.665
2026-08-09 22:15:00,4135001,INV03,0.0,0.0,170.955,794334.764
2026-08-09 22:15:00,4135001,INV04,23.361,22.66,173.489,740997.539
2026-08-09 22:30:00,4135001,INV01,6.755,6.552,169.537,651355.763
2026-08-09 22:30:00,4135001,INV02,0.244,0.237,171.638,881835.665
2026-08-09 22:30:00,4135001,INV03,7.937,7.699,170.957,794334.766
2026-08-09 22:30:00,4135001,INV04,15.67,15.2,173.493,740997.543
2026-08-09 22:45:00,4135001,INV01,0.0,0.0,169.537,651355.763
2026-08-09 22:45:00,4135001,INV02,18.311,17.762,171.642,881835.67
2026-08-09 22:45:00,4135001,INV03,26.082,25.3,170.964,794334.772
2026-08-09 22:45:00,4135001,INV04,0.0,0.0,173.493,740997.543
2026-08-09 23:00:00,4135001,INV01,0.0,0.0,169.537,651355.763
2026-08-09 23:00:00,4135001,INV02,6.607,6.409,171.644,881835.671
2026-08-09 23:00:00,4135001,INV03,0.0,0.0,170.964,794334.772
2026-08-09 23:00:00,4135001,INV04,9.86,9.564,173.495,740997.545
2026-08-09 23:15:00,4135001,INV01,13.493,13.089,169.54,651355.767
2026-08-09 23:15:00,4135001,INV02,0.0,0.0,171.644,881835.671
2026-08-09 23:15:00,4135001,INV03,5.921,5.744,170.965,794334.774
2026-08-09 23:15:00,4135001,INV04,2.705,2.624,173.496,740997.546
2026-08-09 23:30:00,4135001,INV01,0.0,0.0,169.54,651355.767
2026-08-09 23:30:00,4135001,INV02,0.0,0.0,171.644,881835.671
2026-08-09 23:30:00,4135001,INV03,22.06,21.398,170.97,794334.779
2026-08-09 23:30:00,4135001,INV04,0.0,0.0,173.496,740997.546
2026-08-09 23:45:00,4135001,INV01,13.664,13.254,169.543,651355.77
2026-08-09 23:45:00,4135001,INV02,0.0,0.0,171.644,881835.671
2026-08-09 23:45:00,4135001,INV03,16.692,16.191,170.974,794334.783
2026-08-09 23:45:00,4135001,INV04,19.875,19.279,173.501,740997.551
2026-08-10 00:00:00,4135001,INV01,35.394,34.332,0.009,651355.779
2026-08-10 00:00:00,4135001,INV02,0.0,0.0,0.0,881835.671
2026-08-10 00:00:00,4135001,INV03,0.0,0.0,0.0,794334.783
2026-08-10 00:00:00,4135001,INV04,9.917,9.62,0.002,740997.553
2026-08-10 00:15:00,4135001,INV01,14.001,13.581,0.012,651355.782
2026-08-10 00:15:00,4135001,INV02,0.0,0.0,0.0,881835.671
2026-08-10 00:15:00,4135001,INV03,0.0,0.0,0.0,794334.783
2026-08-10 00:15:00,4135001,INV04,18.182,17.637,0.007,740997.557
2026-08-10 00:30:00,4135001,INV01,11.493,11.148,0.015,651355.785
2026-08-10 00:30:00,4135001,INV02,11.372,11.031,0.003,881835.674
2026-08-10 00:30:00,4135001,INV03,0.0,0.0,0.0,794334.783
2026-08-10 00:30:00,4135001,INV04,0.0,0.0,0.007,740997.557
2026-08-10 00:45:00,4135001,INV01,0.0,0.0,0.015,651355.785
2026-08-10 00:45:00,4135001,INV02,11.742,11.39,0.006,881835.677
2026-08-10 00:45:00,4135001,INV03,13.86,13.444,0.003,794334.787
2026-08-10 00:45:00,4135001,INV04,7.458,7.235,0.009,740997.559
2026-08-10 01:00:00,4135001,INV01,31.688,30.737,0.022,651355.792
2026-08-10 01:00:00,4135001,INV02,0.0,0.0,0.006,881835.677
2026-08-10 01:00:00,4135001,INV03,14.363,13.932,0.007,794334.79
2026-08-10 01:00:00,4135001,INV04,28.528,27.672,0.016,740997.566
2026-08-10 01:15:00,4135001,INV01,4.254,4.127,0.023,651355.793
2026-08-10 01:15:00,4135001,INV02,0.0,0.0,0.006,881835.677
2026-08-10 01:15:00,4135001,INV03,9.838,9.543,0.009,794334.792
2026-08-10 01:15:00,4135001,INV04,1.137,1.103,0.016,740997.566
2026-08-10 01:30:00,4135001,INV01,0.0,0.0,0.023,651355.793
2026-08-10 01:30:00,4135001,INV02,0.0,0.0,0.006,881835.677
2026-08-10 01:30:00,4135001,INV03,22.996,22.306,0.015,794334.798
2026-08-10 01:30:00,4135001,INV04,6.365,6.174,0.017,740997.568
2026-08-10 01:45:00,4135001,INV01,7.533,7.307,0.025,651355.795
2026-08-10 01:45:00,4135001,INV02,0.0,0.0,0.006,881835.677
2026-08-10 01:45:00,4135001,INV03,19.317,18.738,0.019,794334.803
2026-08-10 01:45:00,4135001,INV04,0.022,0.021,0.017,740997.568
2026-08-10 02:00:00,4135001,INV01,0.0,0.0,0.025,651355.795
2026-08-10 02:00:00,4135001,INV02,21.558,20.911,0.011,881835.682
2026-08-10 02:00:00,4135001,INV03,0.0,0.0,0.019,794334.803
2026-08-10 02:00:00,4135001,INV04,0.0,0.0,0.017,740997.568
2026-08-10 02:15:00,4135001,INV01,3.0,2.91,0.026,651355.796
2026-08-10 02:15:00,4135001,INV02,10.685,10.364,0.013,881835.685
2026-08-10 02:15:00,4135001,INV03,8.717,8.456,0.022,794334.805
2026-08-10 02:15:00,4135001,INV04,0.0,0.0,0.017,740997.568
2026-08-10 02:30:00,4135001,INV01,0.0,0.0,0.026,651355.796
2026-08-10 02:30:00,4135001,INV02,0.0,0.0,0.013,881835.685
2026-08-10 02:30:00,4135001,INV03,0.0,0.0,0.022,794334.805
2026-08-10 02:30:00,4135001,INV04,0.0,0.0,0.017,740997.568
2026-08-10 02:45:00,4135001,INV01,0.0,0.0,0.026,651355.796
2026-08-10 02:45:00,4135001,INV02,0.0,0.0,0.013,881835.685
2026-08-10 02:45:00,4135001,INV03,0.0,0.0,0.022,794334.805
2026-08-10 02:45:00,4135001,INV04,0.0,0.0,0.017,740997.568
2026-08-10 03:00:00,4135001,INV01,7.581,7.354,0.028,651355.798
2026-08-10 03:00:00,4135001,INV02,0.0,0.0,0.013,881835.685
2026-08-10 03:00:00,4135001,INV03,0.0,0.0,0.022,794334.805
2026-08-10 03:00:00,4135001,INV04,0.0,0.0,0.017,740997.568
2026-08-10 03:15:00,4135001,INV01,0.0,0.0,0.028,651355.798
2026-08-10 03:15:00,4135001,INV02,4.512,4.377,0.015,881835.686
2026-08-10 03:15:00,4135001,INV03,0.0,0.0,0.022,794334.805
2026-08-10 03:15:00,4135001,INV04,9.283,9.005,0.02,740997.57
2026-08-10 03:30:00,4135001,INV01,0.0,0.0,0.028,651355.798
2026-08-10 03:30:00,4135001,INV02,15.019,14.568,0.018,881835.69
2026-08-10 03:30:00,4135001,INV03,11.907,11.55,0.024,794334.808
2026-08-10 03:30:00,4135001,INV04,0.0,0.0,0.02,740997.57
2026-08-10 03:45:00,4135001,INV01,10.683,10.362,0.03,651355.8
2026-08-10 03:45:00,4135001,INV02,0.0,0.0,0.018,881835.69
2026-08-10 03:45:00,4135001,INV03,21.242,20.605,0.03,794334.813
2026-08-10 03:45:00,4135001,INV04,50.667,49.147,0.032,740997.582
2026-08-10 04:00:00,4135001,INV01,0.0,0.0,0.03,651355.8
2026-08-10 04:00:00,4135001,INV02,1.68,1.629,0.019,881835.69
2026-08-10 04:00:00,4135001,INV03,0.0,0.0,0.03,794334.813
2026-08-10 04:00:00,4135001,INV04,0.0,0.0,0.032,740997.582
2026-08-10 04:15:00,4135001,INV01,20.547,19.93,0.035,651355.805
2026-08-10 04:15:00,4135001,INV02,0.801,0.777,0.019,881835.69
2026-08-10 04:15:00,4135001,INV03,9.422,9.139,0.032,794334.815
2026-08-10 04:15:00,4135001,INV04,0.0,0.0,0.032,740997.582
2026-08-10 04:30:00,4135001,INV01,9.737,9.445,0.038,651355.808
2026-08-10 04:30:00,4135001,INV02,0.0,0.0,0.019,881835.69
2026-08-10 04:30:00,4135001,INV03,0.0,0.0,0.032,794334.815
2026-08-10 04:30:00,4135001,INV04,0.0,0.0,0.032,740997.582
2026-08-10 04:45:00,4135001,INV01,0.851,0.825,0.038,651355.808
2026-08-10 04:45:00,4135001,INV02,0.0,0.0,0.019,881835.69
2026-08-10 04:45:00,4135001,INV03,0.0,0.0,0.032,794334.815
2026-08-10 04:45:00,4135001,INV04,9.077,8.805,0.034,740997.585
2026-08-10 05:00:00,4135001,INV01,6.181,5.996,0.04,651355.81
2026-08-10 05:00:00,4135001,INV02,7.878,7.641,0.021,881835.692
2026-08-10 05:00:00,4135001,INV03,0.0,0.0,0.032,794334.815
2026-08-10 05:00:00,4135001,INV04,1.775,1.722,0.035,740997.585
2026-08-10 05:15:00,4135001,INV01,0.0,0.0,0.04,651355.81
2026-08-10 05:15:00,4135001,INV02,0.0,0.0,0.021,881835.692
2026-08-10 05:15:00,4135001,INV03,0.0,0.0,0.032,794334.815
2026-08-10 05:15:00,4135001,INV04,0.0,0.0,0.035,740997.585
2026-08-10 05:30:00,4135001,INV01,22.953,22.264,0.045,651355.815
2026-08-10 05:30:00,4135001,INV02,0.516,0.5,0.021,881835.692
2026-08-10 05:30:00,4135001,INV03,0.0,0.0,0.032,794334.815
2026-08-10 05:30:00,4135001,INV04,2.763,2.68,0.035,740997.586
2026-08-10 05:45:00,4135001,INV01,0.0,0.0,0.045,651355.815
2026-08-10 05:45:00,4135001,INV02,0.0,0.0,0.021,881835.692
2026-08-10 05:45:00,4135001,INV03,8.455,8.201,0.034,794334.817
2026-08-10 05:45:00,4135001,INV04,0.0,0.0,0.035,740997.586
2026-08-10 06:00:00,4135001,INV01,2238.888,2171.721,0.588,651356.358
2026-08-10 06:00:00,4135001,INV02,2094.739,2031.897,0.529,881836.2
2026-08-10 06:00:00,4135001,INV03,2203.064,2136.972,0.568,794335.351
2026-08-10 06:00:00,4135001,INV04,2249.652,2182.163,0.581,740998.131
2026-08-10 06:15:00,4135001,INV01,4074.495,3952.26,1.576,651357.346
2026-08-10 06:15:00,4135001,INV02,4153.215,4028.618,1.536,881837.207
2026-08-10 06:15:00,4135001,INV03,4062.418,3940.546,1.553,794336.337
2026-08-10 06:15:00,4135001,INV04,4196.718,4070.816,1.598,740999.149
2026-08-10 06:30:00,4135001,INV01,1119.208,1085.631,1.847,651357.617
2026-08-10 06:30:00,4135001,INV02,1107.033,1073.822,1.804,881837.476
2026-08-10 06:30:00,4135001,INV03,1096.65,1063.75,1.819,794336.603
2026-08-10 06:30:00,4135001,INV04,1100.284,1067.276,1.865,740999.416
2026-08-10 06:45:00,4135001,INV01,5807.933,5633.695,3.256,651359.026
2026-08-10 06:45:00,4135001,INV02,5423.186,5260.491,3.12,881838.791
2026-08-10 06:45:00,4135001,INV03,5581.912,5414.455,3.173,794337.956
2026-08-10 06:45:00,4135001,INV04,5717.89,5546.353,3.252,741000.802
2026-08-10 07:00:00,4135001,INV01,4875.607,4729.339,4.438,651360.208
2026-08-10 07:00:00,4135001,INV02,4711.559,4570.212,4.262,881839.933
2026-08-10 07:00:00,4135001,INV03,5006.995,4856.785,4.387,794339.17
2026-08-10 07:00:00,4135001,INV04,4913.536,4766.13,4.443,741001.994
2026-08-10 07:15:00,4135001,INV01,7053.289,6841.691,6.149,651361.919
2026-08-10 07:15:00,4135001,INV02,6870.758,6664.636,5.928,881841.6
2026-08-10 07:15:00,4135001,INV03,7266.922,7048.914,6.149,794340.933
2026-08-10 07:15:00,4135001,INV04,6959.698,6750.907,6.131,741003.682
2026-08-10 07:30:00,4135001,INV01,2170.879,2105.752,6.675,651362.445
2026-08-10 07:30:00,4135001,INV02,2089.526,2026.841,6.435,881842.106
2026-08-10 07:30:00,4135001,INV03,2147.572,2083.145,6.67,794341.453
2026-08-10 07:30:00,4135001,INV04,2150.687,2086.167,6.653,741004.203
2026-08-10 07:45:00,4135001,INV01,9802.409,9508.336,9.052,651364.822
2026-08-10 07:45:00,4135001,INV02,9859.693,9563.903,8.826,881844.497
2026-08-10 07:45:00,4135001,INV03,9348.672,9068.211,8.937,794343.72
2026-08-10 07:45:00,4135001,INV04,9469.569,9185.482,8.949,741006.5
2026-08-10 08:00:00,4135001,INV01,8064.179,7822.254,11.008,651366.778
2026-08-10 08:00:00,4135001,INV02,8143.105,7898.811,10.801,881846.472
2026-08-10 08:00:00,4135001,INV03,8005.244,7765.087,10.878,794345.662
2026-08-10 08:00:00,4135001,INV04,8337.365,8087.244,10.971,741008.521
2026-08-10 08:15:00,4135001,INV01,10767.842,10444.807,13.619,651369.389
2026-08-10 08:15:00,4135001,INV02,10800.146,10476.141,13.42,881849.091
2026-08-10 08:15:00,4135001,INV03,11094.447,10761.614,13.569,794348.352
2026-08-10 08:15:00,4135001,INV04,11267.395,10929.374,13.703,741011.254
2026-08-10 08:30:00,4135001,INV01,11864.018,11508.098,16.496,651372.266
2026-08-10 08:30:00,4135001,INV02,11737.361,11385.24,16.266,881851.937
2026-08-10 08:30:00,4135001,INV03,11140.142,10805.938,16.27,794351.054
2026-08-10 08:30:00,4135001,INV04,11140.634,10806.415,16.405,741013.955
2026-08-10 08:45:00,4135001,INV01,15482.607,15018.128,20.251,651376.021
2026-08-10 08:45:00,4135001,INV02,15107.778,14654.544,19.93,881855.601
2026-08-10 08:45:00,4135001,INV03,15476.511,15012.216,20.023,794354.807
2026-08-10 08:45:00,4135001,INV04,15448.46,14985.006,20.151,741017.702
2026-08-10 09:00:00,4135001,INV01,11709.165,11357.89,23.09,651378.86
2026-08-10 09:00:00,4135001,INV02,12306.861,11937.655,22.914,881858.585
2026-08-10 09:00:00,4135001,INV03,12313.086,11943.693,23.009,794357.793
